sku,nombre_contifico,producto_madre_detectado,categoria_odoo_detectada,talla_detectada,manga_detectada,ancho_corbata_detectado,marca_detectada,color_detectado,barcode,precio,costo,stock_bpu,stock_tur,stock_bat,stock_total_contifico,estado,confidence,parser_rule
CV-P01-161F-GR/15,CAMISA M/L GREY D/P P/H 100% ALGODÓN,Terno CV-P01-161F-GR,Ropa / Hombres / Camisas,15,,,,Gris,CV-P01-161F-GR/O15,17.30,0.00,0.00,0.00,0.00,0.00,ok,0.95,suit
CV-P01-161F-GR/15.5,CAMISA M/L GREY D/P P/H 100% ALGODÓN,Terno CV-P01-161F-GR,Ropa / Hombres / Camisas,15.5,,,,Gris,CV-P01-161F-GR/O15.5,17.30,0.00,3.00,0.00,0.00,3.00,ok,0.95,suit
CV-P01H-156F-WH/17,CAMISA M/L  WHITE P/H 98% ALGODÓN 2% ELASTANO,,,,,,,Blanco,CV-P01H-156F-WH/O17,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01H-156F-WH/17.5,CAMISA M/L  WHITE P/H 98% ALGODÓN 2% ELASTANO,,,,,,,Blanco,CV-P01H-156F-WH/O17.5,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01H-156F-WH/16.5,CAMISA M/L  WHITE P/H 98% ALGODÓN 2% ELASTANO,,,,,,,Blanco,CV-P01H-156F-WH/O16.5,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01H-156F-WH/15.5,CAMISA M/L  WHITE P/H 98% ALGODÓN 2% ELASTANO,,,,,,,Blanco,CV-P01H-156F-WH/O15.5,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01H-156F-WH/16,CAMISA M/L  WHITE P/H 98% ALGODÓN 2% ELASTANO,,,,,,,Blanco,CV-P01H-156F-WH/O16,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01H-156F-WH/15,CAMISA M/L  WHITE P/H 98% ALGODÓN 2% ELASTANO,,,,,,,Blanco,CV-P01H-156F-WH/O15,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01H-149F-WH/16,CAMISA M/L WHITE P/H 100% ALGODÓN,Terno CV-P01H-149F-WH,Ropa / Hombres / Camisas,16,,,,Blanco,CV-P01H-149F-WH/O16,17.30,0.00,0.00,0.00,0.00,0.00,ok,0.95,suit
CV-P01H-149F-WH/17.5,CAMISA M/L WHITE P/H 100% ALGODÓN,Terno CV-P01H-149F-WH,Ropa / Hombres / Camisas,17.5,,,,Blanco,CV-P01H-149F-WH/O17.5,17.30,0.00,0.00,0.00,0.00,0.00,ok,0.95,suit
CV-P01H-149F-WH/15,CAMISA M/L WHITE P/H 100% ALGODÓN,Terno CV-P01H-149F-WH,Ropa / Hombres / Camisas,15,,,,Blanco,CV-P01H-149F-WH/O15,47.74,0.00,0.00,0.00,0.00,0.00,ok,0.95,suit
CV-P01H-149F-WH/15.5,CAMISA M/L WHITE P/H 100% ALGODÓN,Terno CV-P01H-149F-WH,Ropa / Hombres / Camisas,15.5,,,,Blanco,CV-P01H-149F-WH/O15.5,17.30,0.00,1.00,0.00,0.00,1.00,ok,0.95,suit
CV-P01H-149F-WH/16.5,CAMISA M/L WHITE P/H 100% ALGODÓN,Terno CV-P01H-149F-WH,Ropa / Hombres / Camisas,16.5,,,,Blanco,CV-P01H-149F-WH/O16.5,17.30,0.00,1.00,0.00,0.00,1.00,ok,0.95,suit
CV-P01H-149F-WH/17,CAMISA M/L WHITE P/H 100% ALGODÓN,Terno CV-P01H-149F-WH,Ropa / Hombres / Camisas,17,,,,Blanco,CV-P01H-149F-WH/O17,17.30,0.00,0.00,0.00,0.00,0.00,ok,0.95,suit
CV-P04-151F-WH/15,CAMISA M/L WHTE P/H 100% ALGODÓN,Terno CV-P04-151F-WH,Ropa / Hombres / Camisas,15,,,,,CV-P04-151F-WH/O15,17.30,0.00,0.00,0.00,0.00,0.00,ok,0.95,suit
CV-P04-151F-WH/15.5,CAMISA M/L WHTE P/H 100% ALGODÓN,Terno CV-P04-151F-WH,Ropa / Hombres / Camisas,15.5,,,,,CV-P04-151F-WH/O15.5,47.74,0.00,0.00,0.00,0.00,0.00,ok,0.95,suit
CV-P04-151F-WH/16.5,CAMISA M/L WHTE P/H 100% ALGODÓN,Terno CV-P04-151F-WH,Ropa / Hombres / Camisas,16.5,,,,,CV-P04-151F-WH/O16.5,47.74,0.00,2.00,0.00,0.00,2.00,ok,0.95,suit
CV-P04-151F-WH/17.5,CAMISA M/L WHTE P/H 100% ALGODÓN,Terno CV-P04-151F-WH,Ropa / Hombres / Camisas,17.5,,,,,CV-P04-151F-WH/O17.5,47.74,0.00,0.00,0.00,0.00,0.00,ok,0.95,suit
CV-P04-151F-WH/16,CAMISA M/L WHTE P/H 100% ALGODÓN,Terno CV-P04-151F-WH,Ropa / Hombres / Camisas,16,,,,,CV-P04-151F-WH/O16,17.30,0.00,1.00,0.00,0.00,1.00,ok,0.95,suit
CV-P04-151F-WH/17,CAMISA M/L WHTE P/H 100% ALGODÓN,Terno CV-P04-151F-WH,Ropa / Hombres / Camisas,17,,,,,CV-P04-151F-WH/O17,47.74,0.00,0.00,0.00,0.00,0.00,ok,0.95,suit
CV-R01-265F-NV/XL,CAMISA M/L NAVY P/H 100% ALGODÓN,,,,,,,Azul Marino,CV-R01-265F-NV/OXL,39.04,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-R01-265F-NV/L,CAMISA M/L NAVY P/H 100% ALGODÓN,,,,,,,Azul Marino,CV-R01-265F-NV/OL,39.04,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-R01-265F-NV/M,CAMISA M/L NAVY P/H 100% ALGODÓN,,,,,,,Azul Marino,CV-R01-265F-NV/OM,39.04,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-R01-265F-NV/S,CAMISA M/L NAVY P/H 100% ALGODÓN,,,,,,,Azul Marino,CV-R01-265F-NV/OS,39.04,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01-171F-DKNV/S,CAMISA M/L DK. NAVY P/H 100% ALGODÓN,,,,,,,Azul Marino,P01-171F-DKNV/OS,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01-171F-DKNV/L,CAMISA M/L DK. NAVY P/H 100% ALGODÓN,,,,,,,Azul Marino,P01-171F-DKNV/OL,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01-171F-DKNV/XL,CAMISA M/L DK. NAVY P/H 100% ALGODÓN,,,,,,,Azul Marino,P01-171F-DKNV/OXL,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01-171F-DKNV/M,CAMISA M/L DK. NAVY P/H 100% ALGODÓN,,,,,,,Azul Marino,P01-171F-DKNV/OM,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01-172F-DKNV/XL,CAMISA M/L DK NAVY P/H 100% ALGODÓN,,,,,,,Azul Marino,P01-172F-DKNV/OXL,39.04,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01-172F-DKNV/L,CAMISA M/L DK NAVY P/H 100% ALGODÓN,,,,,,,Azul Marino,P01-172F-DKNV/OL,39.04,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01-172F-DKNV/M,CAMISA M/L DK NAVY P/H 100% ALGODÓN,,,,,,,Azul Marino,P01-172F-DKNV/OM,39.04,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01-172F-DKNV/S,CAMISA M/L DK NAVY P/H 100% ALGODÓN,,,,,,,Azul Marino,P01-172F-DKNV/OS,39.04,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01H-165F-RD/17.5,CAMISA M/L RED P/H 100% ALGODÓN,,,,,,,Rojo,CV-P01H-165F-RD/O17.5,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01H-165F-RD/15,CAMISA M/L RED P/H 100% ALGODÓN,,,,,,,Rojo,CV-P01H-165F-RD/O15,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01H-165F-RD/16,CAMISA M/L RED P/H 100% ALGODÓN,,,,,,,Rojo,CV-P01H-165F-RD/O16,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01H-165F-RD/15.5,CAMISA M/L RED P/H 100% ALGODÓN,,,,,,,Rojo,CV-P01H-165F-RD/O15.5,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01H-165F-RD/16.5,CAMISA M/L RED P/H 100% ALGODÓN,,,,,,,Rojo,CV-P01H-165F-RD/O16.5,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01H-165F-RD/17,CAMISA M/L RED P/H 100% ALGODÓN,,,,,,,Rojo,CV-P01H-165F-RD/O17,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01-150F-PK/15,CAMISA M/L PINK D/P P/H 100% ALGODÓN,,,,,,,,CV-P01-150F-PK/O15,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01-150F-PK/16.5,CAMISA M/L PINK D/P P/H 100% ALGODÓN,,,,,,,,CV-P01-150F-PK/O16.5,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01-150F-PK/16,CAMISA M/L PINK D/P P/H 100% ALGODÓN,,,,,,,,CV-P01-150F-PK/O16,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01-150F-PK/17.5,CAMISA M/L PINK D/P P/H 100% ALGODÓN,,,,,,,,CV-P01-150F-PK/O17.5,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01-150F-PK/15.5,CAMISA M/L PINK D/P P/H 100% ALGODÓN,,,,,,,,CV-P01-150F-PK/O15.5,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CV-P01-150F-PK/17,CAMISA M/L PINK D/P P/H 100% ALGODÓN,,,,,,,,CV-P01-150F-PK/O17,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I02-156DN.A/L,CAMISA M/C BLUE PRINT CUBAVERA,,,,,,,Azul,CB-I02-156DN.A/OL,63.39,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I02-156DN.A/S,CAMISA M/C BLUE PRINT CUBAVERA,,,,,,,Azul,CB-I02-156DN.A/OS,63.39,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I02-156DN.A/M,CAMISA M/C BLUE PRINT CUBAVERA,,,,,,,Azul,CB-I02-156DN.A/OM,63.39,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I02-156DN.A/XL,CAMISA M/C BLUE PRINT CUBAVERA,,,,,,,Azul,CB-I02-156DN.A/OXL,63.39,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I02-156SK.A/M,CAMISA M/C BLUE TOPAZ CUBAVERA,,,,,,,Azul,CB-I02-156SK.A/OM,63.39,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I02-156SK.A/XL,CAMISA M/C BLUE TOPAZ CUBAVERA,,,,,,,Azul,CB-I02-156SK.A/OXL,63.39,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I02-156SK.A/L,CAMISA M/C BLUE TOPAZ CUBAVERA,,,,,,,Azul,CB-I02-156SK.A/OL,63.39,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I02-156SK.A/S,CAMISA M/C BLUE TOPAZ CUBAVERA,,,,,,,Azul,CB-I02-156SK.A/OS,63.39,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I02-156BW.A/M,CAMISA M/C BRIGHT WHITE CUBAVERA,,,,,,,Blanco,CB-I02-156BW.A/OM,63.39,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I02-156BW.A/S,CAMISA M/C BRIGHT WHITE CUBAVERA,,,,,,,Blanco,CB-I02-156BW.A/OS,63.39,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I02-156BW.A/XL,CAMISA M/C BRIGHT WHITE CUBAVERA,,,,,,,Blanco,CB-I02-156BW.A/OXL,63.39,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I02-156BW.A/L,CAMISA M/C BRIGHT WHITE CUBAVERA,,,,,,,Blanco,CB-I02-156BW.A/OL,63.39,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155BL.A/M,CAMISA M/L JET BLACK CUBAVERA,,,,,,,Negro,CB-I01-155BL.A/OM,68.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155BL.A/S,CAMISA M/L JET BLACK CUBAVERA,,,,,,,Negro,CB-I01-155BL.A/OS,68.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155BL.A/XL,CAMISA M/L JET BLACK CUBAVERA,,,,,,,Negro,CB-I01-155BL.A/OXL,68.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155BL.A/L,CAMISA M/L JET BLACK CUBAVERA,,,,,,,Negro,CB-I01-155BL.A/OL,68.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155DN.A/S,CAMISA M/L BLUE PRINT CUBAVERA,,,,,,,Azul,CB-I01-155DN.A/OS,68.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155DN.A/M,CAMISA M/L BLUE PRINT CUBAVERA,,,,,,,Azul,CB-I01-155DN.A/OM,68.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155DN.A/L,CAMISA M/L BLUE PRINT CUBAVERA,,,,,,,Azul,CB-I01-155DN.A/OL,68.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155DN.A/XL,CAMISA M/L BLUE PRINT CUBAVERA,,,,,,,Azul,CB-I01-155DN.A/OXL,68.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155SK.A/S,CAMISA M/L BLUE TOPAZ CUVBAVERA,,,,,,,Azul,CB-I01-155SK.A/OS,68.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155SK.A/XL,CAMISA M/L BLUE TOPAZ CUVBAVERA,,,,,,,Azul,CB-I01-155SK.A/OXL,68.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155SK.A/L,CAMISA M/L BLUE TOPAZ CUVBAVERA,,,,,,,Azul,CB-I01-155SK.A/OL,68.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155SK.A/M,CAMISA M/L BLUE TOPAZ CUVBAVERA,,,,,,,Azul,CB-I01-155SK.A/OM,68.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155BU.A/S,CAMISA M/L LITTLE BOY BLUE CUBAVERA,,,,,,,Azul,CB-I01-155BU.A/OS,65.13,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155BU.A/M,CAMISA M/L LITTLE BOY BLUE CUBAVERA,,,,,,,Azul,CB-I01-155BU.A/OM,65.13,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155BU.A/L,CAMISA M/L LITTLE BOY BLUE CUBAVERA,,,,,,,Azul,CB-I01-155BU.A/OL,65.13,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155BU.A/XL,CAMISA M/L LITTLE BOY BLUE CUBAVERA,,,,,,,Azul,CB-I01-155BU.A/OXL,65.13,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155BW.A/XL,CAMISA M/L BRIGHT WHITE CUBAVERA,,,,,,,Blanco,CB-I01-155BW.A/OXL,68.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155BW.A/S,CAMISA M/L BRIGHT WHITE CUBAVERA,,,,,,,Blanco,CB-I01-155BW.A/OS,68.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155BW.A/M,CAMISA M/L BRIGHT WHITE CUBAVERA,,,,,,,Blanco,CB-I01-155BW.A/OM,68.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I01-155BW.A/L,CAMISA M/L BRIGHT WHITE CUBAVERA,,,,,,,Blanco,CB-I01-155BW.A/OL,68.61,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I02-158BW.A/M,CAMISA M/C BRIGHT WHITE 100% LINO,,,,,,,Blanco,CB-I02-158BW.A/OM,67.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I02-158BW.A/XL,CAMISA M/C BRIGHT WHITE 100% LINO,,,,,,,Blanco,CB-I02-158BW.A/OXL,67.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I02-158BW.A/L,CAMISA M/C BRIGHT WHITE 100% LINO,,,,,,,Blanco,CB-I02-158BW.A/OL,67.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CB-I02-158BW.A/S,CAMISA M/C BRIGHT WHITE 100% LINO,,,,,,,Blanco,CB-I02-158BW.A/OS,67.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW4005-405/XL,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,,,,,,Perry Ellis,,030672101248,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW4005-405/S,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,,,,,,Perry Ellis,,030672101217,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW4005-405/M,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,,,,,,Perry Ellis,,030672101224,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW4005-405/L,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,,,,,,Perry Ellis,,030672101231,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW4005-405/XXL,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,,,,,,Perry Ellis,,030672101262,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8566-010/L,CAMISA P/CABALLERO M/L BLACK PERRY ELLIS,,,,,,Perry Ellis,Negro,7453097418365,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8566-010/XXL,CAMISA P/CABALLERO M/L BLACK PERRY ELLIS,,,,,,Perry Ellis,Negro,7453097418389,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8566-010/S,CAMISA P/CABALLERO M/L BLACK PERRY ELLIS,,,,,,Perry Ellis,Negro,7453097418341,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8566-010/M,CAMISA P/CABALLERO M/L BLACK PERRY ELLIS,,,,,,Perry Ellis,Negro,7453097418358,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8566-010/XL,CAMISA P/CABALLERO M/L BLACK PERRY ELLIS,,,,,,Perry Ellis,Negro,7453097418372,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8564-496/M,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,,,,,,Perry Ellis,Azul,7453097420214,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8564-496/XL,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,,,,,,Perry Ellis,Azul,7453097420238,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8564-496/XXL,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,,,,,,Perry Ellis,Azul,7453097420245,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8564-496/S,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,,,,,,Perry Ellis,Azul,7453097420207,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8564-496/L,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,,,,,,Perry Ellis,Azul,7453097420221,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8563-496/M,CAMISA P/CABALLERO M/C KENTUCKY BLUE PERRY ELLIS,,,,,,Perry Ellis,Azul,7453097418259,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8563-496/XL,CAMISA P/CABALLERO M/C KENTUCKY BLUE PERRY ELLIS,,,,,,Perry Ellis,Azul,7453097418273,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8563-496/S,CAMISA P/CABALLERO M/C KENTUCKY BLUE PERRY ELLIS,,,,,,Perry Ellis,Azul,7453097418242,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8563-496/L,CAMISA P/CABALLERO M/C KENTUCKY BLUE PERRY ELLIS,,,,,,Perry Ellis,Azul,7453097418266,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8563-496/XXL,CAMISA P/CABALLERO M/C KENTUCKY BLUE PERRY ELLIS,,,,,,Perry Ellis,Azul,7453097418280,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8562-496/S,CAMISA P/CABALLERO ML KENTUCKY BLUE PERRY ELLIS,,,,,,Perry Ellis,Azul,7453097418198,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8562-496/XXL,CAMISA P/CABALLERO ML KENTUCKY BLUE PERRY ELLIS,,,,,,Perry Ellis,Azul,7453097418235,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8562-496/M,CAMISA P/CABALLERO ML KENTUCKY BLUE PERRY ELLIS,,,,,,Perry Ellis,Azul,7453097418204,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8562-496/XL,CAMISA P/CABALLERO ML KENTUCKY BLUE PERRY ELLIS,,,,,,Perry Ellis,Azul,7453097418228,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW8562-496/L,CAMISA P/CABALLERO ML KENTUCKY BLUE PERRY ELLIS,,,,,,Perry Ellis,Azul,7453097418211,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW4015-627/S,CAMISA P/CABALLERO M/L BRIGHT RED DAHLIA PERRY ELLIS,,,,,,Perry Ellis,Rojo,030672101637,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW4015-627/L,CAMISA P/CABALLERO M/L BRIGHT RED DAHLIA PERRY ELLIS,,,,,,Perry Ellis,Rojo,030672101651,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW4015-627/XL,CAMISA P/CABALLERO M/L BRIGHT RED DAHLIA PERRY ELLIS,,,,,,Perry Ellis,Rojo,030672101668,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW4015-627/XXL,CAMISA P/CABALLERO M/L BRIGHT RED DAHLIA PERRY ELLIS,,,,,,Perry Ellis,Rojo,030672101682,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DFW4015-627/M,CAMISA P/CABALLERO M/L BRIGHT RED DAHLIA PERRY ELLIS,,,,,,Perry Ellis,Rojo,030672101644,50.35,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DMW7060-468/XL,CAMISA P/CABALLERO M/C INK PERRY ELLIS,,,,,,Perry Ellis,,797082972942,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DMW7060-468/S,CAMISA P/CABALLERO M/C INK PERRY ELLIS,,,,,,Perry Ellis,,797082972911,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DMW7060-468/M,CAMISA P/CABALLERO M/C INK PERRY ELLIS,,,,,,Perry Ellis,,797082972928,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
4DMW7060-468/XXL,CAMISA P/CABALLERO M/C INK PERRY ELLIS,,,,,,Perry Ellis,,797082972959,47.74,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
