External ID,Name,Product Type,Internal Reference,Barcode,Sales Price,Cost,Weight,Sales Description,Product Values
adams_pt_008_3_38,Pantalon PT-008-3,Goods,PT-008-3/38,008B320250638,56.43,0.00,0.0,Categoría sugerida: Ropa / Hombres / Pantalones,"Talla:38,Marca:Bruno Cassini,Color:Azul Marino"
adams_008_14bc_2_46,Terno 008-14BC-2,Goods,008-14BC-2/46,008B14202594628,304.26,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:46,Marca:Bruno Cassini"
adams_008_14bc_2_48,Terno 008-14BC-2,Goods,008-14BC-2/48,008B14202594830,304.26,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:48,Marca:Bruno Cassini"
adams_008_14bc_2_50,Terno 008-14BC-2,Goods,008-14BC-2/50,008B14202595032,304.26,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:50,Marca:Bruno Cassini"
adams_008_14bc_2_52,Terno 008-14BC-2,Goods,008-14BC-2/52,008B14202595234,304.26,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:52,Marca:Bruno Cassini"
adams_008_14bc_2_54,Terno 008-14BC-2,Goods,008-14BC-2/54,008B14202595436,304.26,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:54,Marca:Bruno Cassini"
adams_008_14bc_2_56,Terno 008-14BC-2,Goods,008-14BC-2/56,008B14202595638,304.26,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:56,Marca:Bruno Cassini"
adams_008_14bc_2_58,Terno 008-14BC-2,Goods,008-14BC-2/58,008B14202595840,304.26,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:58,Marca:Bruno Cassini"
adams_008_3bc_1_46,Terno 008-3BC-1,Goods,008-3BC-1/46,008B32025094628,304.26,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:46,Marca:Bruno Cassini,Color:Azul Marino"
adams_008_3bc_1_48,Terno 008-3BC-1,Goods,008-3BC-1/48,008B32025094850,304.26,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:48,Marca:Bruno Cassini,Color:Azul Marino"
adams_008_3bc_1_50,Terno 008-3BC-1,Goods,008-3BC-1/50,008B32025095032,304.26,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:50,Marca:Bruno Cassini,Color:Azul Marino"
adams_008_3bc_1_52,Terno 008-3BC-1,Goods,008-3BC-1/52,008B32025095234,304.26,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:52,Marca:Bruno Cassini,Color:Azul Marino"
adams_008_3bc_1_54,Terno 008-3BC-1,Goods,008-3BC-1/54,008B32025095436,304.26,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:54,Marca:Bruno Cassini,Color:Azul Marino"
adams_008_3bc_1_56,Terno 008-3BC-1,Goods,008-3BC-1/56,008B32025095638,304.26,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:56,Marca:Bruno Cassini,Color:Azul Marino"
adams_008_3bc_1_58,Terno 008-3BC-1,Goods,008-3BC-1/58,008B32025095840,304.26,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:58,Marca:Bruno Cassini,Color:Azul Marino"
adams_25c29118_10bc_2_58,Terno 25C29118-10BC-2,Goods,25C29118-10BC-2/58,25291181025095840,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:58,Marca:Bruno Cassini"
adams_25c29118_10bc_2_56,Terno 25C29118-10BC-2,Goods,25C29118-10BC-2/56,25291181025095638,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:56,Marca:Bruno Cassini"
adams_25c29118_10bc_2_54,Terno 25C29118-10BC-2,Goods,25C29118-10BC-2/54,25291181025095436,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:54,Marca:Bruno Cassini"
adams_25c29118_10bc_2_52,Terno 25C29118-10BC-2,Goods,25C29118-10BC-2/52,25291181025095234,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:52,Marca:Bruno Cassini"
adams_25c29118_10bc_2_50,Terno 25C29118-10BC-2,Goods,25C29118-10BC-2/50,25291181025095032,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:50,Marca:Bruno Cassini"
adams_pt_008_3_32,Pantalon PT-008-3,Goods,PT-008-3/32,008B320250632,56.43,0.00,0.0,Categoría sugerida: Ropa / Hombres / Pantalones,"Talla:32,Marca:Bruno Cassini,Color:Azul Marino"
adams_pt_008_3_33,Pantalon PT-008-3,Goods,PT-008-3/33,008B320250633,56.43,0.00,0.0,Categoría sugerida: Ropa / Hombres / Pantalones,"Talla:33,Marca:Bruno Cassini,Color:Azul Marino"
adams_pt_008_3_34,Pantalon PT-008-3,Goods,PT-008-3/34,008B320250634,56.43,0.00,0.0,Categoría sugerida: Ropa / Hombres / Pantalones,"Talla:34,Marca:Bruno Cassini,Color:Azul Marino"
adams_pt_008_3_36,Pantalon PT-008-3,Goods,PT-008-3/36,008B320250636,56.43,0.00,0.0,Categoría sugerida: Ropa / Hombres / Pantalones,"Talla:36,Marca:Bruno Cassini,Color:Azul Marino"
adams_24b3931_1bc_2_56,Terno 24B3931-1BC-2,Goods,24B3931-1BC-2/56,243931125095638,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:56,Marca:Bruno Cassini"
adams_24b3931_1bc_2_58,Terno 24B3931-1BC-2,Goods,24B3931-1BC-2/58,243931125095840,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:58,Marca:Bruno Cassini"
adams_24b3931_1bc_2_54,Terno 24B3931-1BC-2,Goods,24B3931-1BC-2/54,243931125095436,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:54,Marca:Bruno Cassini"
adams_24b3931_1bc_2_52,Terno 24B3931-1BC-2,Goods,24B3931-1BC-2/52,243931125095234,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:52,Marca:Bruno Cassini"
adams_25b231291_24bc_2_46,Terno 25B231291-24BC-2,Goods,25B231291-24BC-2/46,25231291242594628,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:46,Marca:Bruno Cassini,Color:Vino"
adams_pt_008_14_36,Pantalon PT-008-14,Goods,PT-008-14/36,008B142025936,56.43,0.00,0.0,Categoría sugerida: Ropa / Hombres / Pantalones,"Talla:36,Marca:Bruno Cassini"
adams_ch_25c29118_13_46,Chaleco CH-25C29118-13,Goods,CH-25C29118-13/46,252911813C125946,43.39,0.00,0.0,Categoría sugerida: Sin Categoria,"Talla:46,Marca:Bruno Cassini,Color:Azul Marino"
adams_25e27122_42bc_2_54,Terno 25E27122-42BC-2,Goods,25E27122-42BC-2/54,25271224225095436,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:54,Marca:Bruno Cassini,Color:Verde"
adams_25e27122_42bc_2_52,Terno 25E27122-42BC-2,Goods,25E27122-42BC-2/52,25271224225095234,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:52,Marca:Bruno Cassini,Color:Verde"
adams_25e27122_42bc_2_50,Terno 25E27122-42BC-2,Goods,25E27122-42BC-2/50,25271224225095032,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:50,Marca:Bruno Cassini,Color:Verde"
adams_25e27122_42bc_2_48,Terno 25E27122-42BC-2,Goods,25E27122-42BC-2/48,25271224225094830,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:48,Marca:Bruno Cassini,Color:Verde"
adams_25e27122_42bc_2_46,Terno 25E27122-42BC-2,Goods,25E27122-42BC-2/46,25271224225094628,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:46,Marca:Bruno Cassini,Color:Verde"
adams_ch_25c29118_13_48,Chaleco CH-25C29118-13,Goods,CH-25C29118-13/48,252911813C125948,43.39,0.00,0.0,Categoría sugerida: Sin Categoria,"Talla:48,Marca:Bruno Cassini,Color:Azul Marino"
adams_25c0905_11bc_2_50,Terno 25C0905-11BC-2,Goods,25C0905-11BC-2/50,2509051125095032,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:50,Marca:Bruno Cassini"
adams_ch_25c29118_13_58,Chaleco CH-25C29118-13,Goods,CH-25C29118-13/58,252911813C125958,43.39,0.00,0.0,Categoría sugerida: Sin Categoria,"Talla:58,Marca:Bruno Cassini,Color:Azul Marino"
adams_25b231291_24bc_2_58,Terno 25B231291-24BC-2,Goods,25B231291-24BC-2/58,25231291242595840,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:58,Marca:Bruno Cassini,Color:Vino"
adams_25c0905_11bc_2_46,Terno 25C0905-11BC-2,Goods,25C0905-11BC-2/46,2509051125094628,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:46,Marca:Bruno Cassini"
adams_25c29118_10bc_2_48,Terno 25C29118-10BC-2,Goods,25C29118-10BC-2/48,25291181025094830,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:48,Marca:Bruno Cassini"
adams_ch_25c0905_25_54,Chaleco CH-25C0905-25,Goods,CH-25C0905-25/54,25090525C125954,43.39,0.00,0.0,Categoría sugerida: Sin Categoria,"Talla:54,Marca:Bruno Cassini,Color:Azul"
adams_ch_25c0905_25_52,Chaleco CH-25C0905-25,Goods,CH-25C0905-25/52,25090525C125952,43.39,0.00,0.0,Categoría sugerida: Sin Categoria,"Talla:52,Marca:Bruno Cassini,Color:Azul"
adams_ch_25c0905_25_50,Chaleco CH-25C0905-25,Goods,CH-25C0905-25/50,25090525C125950,43.39,0.00,0.0,Categoría sugerida: Sin Categoria,"Talla:50,Marca:Bruno Cassini,Color:Azul"
adams_pt_008_14_31,Pantalon PT-008-14,Goods,PT-008-14/31,008B142025931,56.43,0.00,0.0,Categoría sugerida: Ropa / Hombres / Pantalones,"Talla:31,Marca:Bruno Cassini"
adams_pt_008_14_30,Pantalon PT-008-14,Goods,PT-008-14/30,008B142025930,56.43,0.00,0.0,Categoría sugerida: Ropa / Hombres / Pantalones,"Talla:30,Marca:Bruno Cassini"
adams_pt_008_14_33,Pantalon PT-008-14,Goods,PT-008-14/33,008B142025933,56.43,0.00,0.0,Categoría sugerida: Ropa / Hombres / Pantalones,"Talla:33,Marca:Bruno Cassini"
adams_pt_008_14_32,Pantalon PT-008-14,Goods,PT-008-14/32,008B142025932,56.43,0.00,0.0,Categoría sugerida: Ropa / Hombres / Pantalones,"Talla:32,Marca:Bruno Cassini"
adams_ch_25c29118_13_50,Chaleco CH-25C29118-13,Goods,CH-25C29118-13/50,252911813C125950,43.39,0.00,0.0,Categoría sugerida: Sin Categoria,"Talla:50,Marca:Bruno Cassini,Color:Azul Marino"
adams_ch_25c29118_13_52,Chaleco CH-25C29118-13,Goods,CH-25C29118-13/52,252911813C125952,43.39,0.00,0.0,Categoría sugerida: Sin Categoria,"Talla:52,Marca:Bruno Cassini,Color:Azul Marino"
adams_ch_25c29118_13_54,Chaleco CH-25C29118-13,Goods,CH-25C29118-13/54,252911813C125954,43.39,0.00,0.0,Categoría sugerida: Sin Categoria,"Talla:54,Marca:Bruno Cassini,Color:Azul Marino"
adams_ch_25c29118_13_56,Chaleco CH-25C29118-13,Goods,CH-25C29118-13/56,252911813C125956,43.39,0.00,0.0,Categoría sugerida: Sin Categoria,"Talla:56,Marca:Bruno Cassini,Color:Azul Marino"
adams_pt_008_14_40,Pantalon PT-008-14,Goods,PT-008-14/40,008B142025940,56.43,0.00,0.0,Categoría sugerida: Ropa / Hombres / Pantalones,"Talla:40,Marca:Bruno Cassini"
adams_pt_008_14_38,Pantalon PT-008-14,Goods,PT-008-14/38,008B142025938,56.43,0.00,0.0,Categoría sugerida: Ropa / Hombres / Pantalones,"Talla:38,Marca:Bruno Cassini"
adams_pt_008_14_34,Pantalon PT-008-14,Goods,PT-008-14/34,008B142025934,56.43,0.00,0.0,Categoría sugerida: Ropa / Hombres / Pantalones,"Talla:34,Marca:Bruno Cassini"
adams_25c0905_11bc_2_54,Terno 25C0905-11BC-2,Goods,25C0905-11BC-2/54,2509051125095436,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:54,Marca:Bruno Cassini"
adams_25c0905_11bc_2_58,Terno 25C0905-11BC-2,Goods,25C0905-11BC-2/58,2509051125095840,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:58,Marca:Bruno Cassini"
adams_pt_008_3_31,Pantalon PT-008-3,Goods,PT-008-3/31,008B320250631,56.43,0.00,0.0,Categoría sugerida: Ropa / Hombres / Pantalones,"Talla:31,Marca:Bruno Cassini,Color:Azul Marino"
adams_pt_008_3_30,Pantalon PT-008-3,Goods,PT-008-3/30,008B320250630,56.43,0.00,0.0,Categoría sugerida: Ropa / Hombres / Pantalones,"Talla:30,Marca:Bruno Cassini,Color:Azul Marino"
adams_25c0905_11bc_2_52,Terno 25C0905-11BC-2,Goods,25C0905-11BC-2/52,2509051125095234,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:52,Marca:Bruno Cassini"
adams_25c0905_11bc_2_56,Terno 25C0905-11BC-2,Goods,25C0905-11BC-2/56,2509051125095638,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:56,Marca:Bruno Cassini"
adams_pt_008_3_40,Pantalon PT-008-3,Goods,PT-008-3/40,008B320250640,56.43,0.00,0.0,Categoría sugerida: Ropa / Hombres / Pantalones,"Talla:40,Marca:Bruno Cassini,Color:Azul Marino"
adams_25e27122_42bc_2_56,Terno 25E27122-42BC-2,Goods,25E27122-42BC-2/56,25271224225095638,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:56,Marca:Bruno Cassini,Color:Verde"
adams_25e27122_42bc_2_58,Terno 25E27122-42BC-2,Goods,25E27122-42BC-2/58,25271224225095840,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:58,Marca:Bruno Cassini,Color:Verde"
adams_ch_25c0905_25_48,Chaleco CH-25C0905-25,Goods,CH-25C0905-25/48,25090525C125948,43.39,0.00,0.0,Categoría sugerida: Sin Categoria,"Talla:48,Marca:Bruno Cassini,Color:Azul"
adams_ch_24es296_4_50,Chaleco CH-24ES296-4,Goods,CH-24ES296-4/50,24ES2964C1240950,43.39,0.00,0.0,Categoría sugerida: Sin Categoria,"Talla:50,Marca:Bruno Cassini,Color:Verde"
adams_24b3931_1bc_2_48,Terno 24B3931-1BC-2,Goods,24B3931-1BC-2/48,243931125094830,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:48,Marca:Bruno Cassini"
adams_25c29118_13bc_2_52,Terno 25C29118-13BC-2,Goods,25C29118-13BC-2/52,2529118132595234,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:52,Marca:Bruno Cassini,Color:Azul Marino"
adams_25c29118_13bc_2_50,Terno 25C29118-13BC-2,Goods,25C29118-13BC-2/50,2529118132595032,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:50,Marca:Bruno Cassini,Color:Azul Marino"
adams_25c29118_13bc_2_48,Terno 25C29118-13BC-2,Goods,25C29118-13BC-2/48,2529118132594830,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:48,Marca:Bruno Cassini,Color:Azul Marino"
adams_24b3931_1bc_2_50,Terno 24B3931-1BC-2,Goods,24B3931-1BC-2/50,243931125095032,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:50,Marca:Bruno Cassini"
adams_25c29118_13bc_2_46,Terno 25C29118-13BC-2,Goods,25C29118-13BC-2/46,2529118132594628,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:46,Marca:Bruno Cassini,Color:Azul Marino"
adams_25c0905_25bc_2_52,Terno 25C0905-25BC-2,Goods,25C0905-25BC-2/52,250905252595234,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:52,Marca:Bruno Cassini,Color:Azul"
adams_25c0905_25bc_2_50,Terno 25C0905-25BC-2,Goods,25C0905-25BC-2/50,250905252595032,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:50,Marca:Bruno Cassini,Color:Azul"
adams_25c0905_25bc_2_48,Terno 25C0905-25BC-2,Goods,25C0905-25BC-2/48,250905252594830,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:48,Marca:Bruno Cassini,Color:Azul"
adams_25c0905_25bc_2_46,Terno 25C0905-25BC-2,Goods,25C0905-25BC-2/46,250905252594628,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:46,Marca:Bruno Cassini,Color:Azul"
adams_24b3931_1bc_2_46,Terno 24B3931-1BC-2,Goods,24B3931-1BC-2/46,243931125094628,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:46,Marca:Bruno Cassini"
adams_25c0905_25bc_2_58,Terno 25C0905-25BC-2,Goods,25C0905-25BC-2/58,250905252595840,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:58,Marca:Bruno Cassini,Color:Azul"
adams_25c0905_25bc_2_56,Terno 25C0905-25BC-2,Goods,25C0905-25BC-2/56,250905252595638,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:56,Marca:Bruno Cassini,Color:Azul"
adams_25c0905_25bc_2_54,Terno 25C0905-25BC-2,Goods,25C0905-25BC-2/54,250905252595436,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:54,Marca:Bruno Cassini,Color:Azul"
adams_25c29118_13bc_2_58,Terno 25C29118-13BC-2,Goods,25C29118-13BC-2/58,2529118132595840,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:58,Marca:Bruno Cassini,Color:Azul Marino"
adams_25c29118_13bc_2_56,Terno 25C29118-13BC-2,Goods,25C29118-13BC-2/56,2529118132595638,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:56,Marca:Bruno Cassini,Color:Azul Marino"
adams_25c29118_13bc_2_54,Terno 25C29118-13BC-2,Goods,25C29118-13BC-2/54,2529118132595436,260.78,0.00,0.0,Categoría sugerida: Ropa / Hombres / Ternos,"Talla:54,Marca:Bruno Cassini,Color:Azul Marino"
adams_finebluerefl_500w,REFLECTOR SOLAR DE 500W - 6000 - 6500K,Goods,FINEBLUEREFL-500W,,85.00,0.00,0.0,Categoría sugerida: Sin Categoria,
adams_car_lana_bge,CARTERA LANA BEIGE,Goods,CAR-LANA-BGE,CAR-LANA-BGE,55.57,0.00,0.0,Categoría sugerida: Sin Categoria,
adams_car_guess_ro_blk,CARTERA GUESS BLACK,Goods,CAR-GUESS-RO-BLK,CAR-GUESS-RO-BLK,87.74,0.00,0.0,Categoría sugerida: Sin Categoria,Color:Negro
adams_pt_24c28061_76_30,Pantalon PT-24C28061-76,Goods,PT-24C28061-76/30,PT24C2806176/30,47.74,0.00,0.0,Categoría sugerida: Ropa / Hombres / Pantalones,"Talla:30,Marca:Bruno Cassini,Color:Azul"
adams_zp_cassini_ps_pt_brw_6_5,Zapato ZP-CASSINI-PS-PT-BRW,Goods,ZP-CASSINI-PS-PT-BRW/6.5,ZPCASSPSPTBRW/6.5,152.09,0.00,0.0,Categoría sugerida: Ropa / Hombres / Zapatos,"Talla:6.5,Marca:Bruno Cassini"
adams_pt_24c28061_76_32,Pantalon PT-24C28061-76,Goods,PT-24C28061-76/32,PT24C2806176/32,47.74,0.00,0.0,Categoría sugerida: Ropa / Hombres / Pantalones,"Talla:32,Marca:Bruno Cassini,Color:Azul"
adams_lv_24b11210_100_50,Leva LV-24B11210-100,Goods,LV-24B11210-100/50,LV24B11210100/50,173.83,0.00,0.0,Categoría sugerida: Ropa / Hombres / Levas,"Talla:50,Marca:Bruno Cassini,Color:Azul"
adams_jgo_ar_cad,JUEGO ARETE Y CADENA VARIOS MODELOS,Goods,JGO-AR-CAD,JGO-AR-CAD,17.30,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Accesorios,
adams_cha_milano_blanco_l,CHALECO MILANO BLANCO,Goods,CHA-MILANO BLANCO-L,CHA-MILANO BLANCO-L,52.09,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,"Talla:L,Color:Blanco"
adams_bl_str_grn_s,T SHIRT STRETCH GREEN MINT,Goods,BL-STR-GRN-S,BL-STR-GRN-S,23.39,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,"Talla:S,Color:Verde"
adams_bl_str_grn_l,T SHIRT STRETCH GREEN MINT,Goods,BL-STR-GRN-L,BL-STR-GRN-L,23.39,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,"Talla:L,Color:Verde"
adams_bsut_str_az_s,BODYSUITE STRETCH AZUL,Goods,BSUT-STR-AZ-S,BSUT-STR-AZ-S,23.39,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,"Talla:S,Color:Azul"
adams_bsut_str_az_l,BODYSUITE STRETCH AZUL,Goods,BSUT-STR-AZ-L,BSUT-STR-AZ-L,23.39,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,"Talla:L,Color:Azul"
adams_bsut_str_wh_s,BODYSUITE STRETCH WHITE,Goods,BSUT-STR-WH-S,BSUT-STR-WH-S,23.39,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,"Talla:S,Color:Blanco"
adams_bsut_str_wh_m,BODYSUITE STRETCH WHITE,Goods,BSUT-STR-WH-M,BSUT-STR-WH-M,23.39,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,"Talla:M,Color:Blanco"
adams_bsut_str_vn_xs,BODYSUITE STRETCH VINO,Goods,BSUT-STR-VN-XS,BSUT-STR-VN-XS,23.39,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,"Talla:XS,Color:Vino"
adams_bsut_str_vn_s,BODYSUITE STRETCH VINO,Goods,BSUT-STR-VN-S,BSUT-STR-VN-S,23.39,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,"Talla:S,Color:Vino"
adams_bsut_str_vn_m,BODYSUITE STRETCH VINO,Goods,BSUT-STR-VN-M,BSUT-STR-VN-M,23.39,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,"Talla:M,Color:Vino"
adams_bsut_str_vn_l,BODYSUITE STRETCH VINO,Goods,BSUT-STR-VN-L,BSUT-STR-VN-L,23.39,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,"Talla:L,Color:Vino"
adams_cha_milano_blanco_l,CHALECO MILANO BLANCO,Goods,CHA-MILANO-BLANCO-L,CHA-MILANO-BLANCO-L,52.09,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,"Talla:L,Color:Blanco"
adams_cha_milano_pr_xs,CHALECO MILANO PRINT,Goods,CHA-MILANO-PR-XS,CHA-MILANO-PR-XS,52.09,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,Talla:XS
adams_cha_milano_pr_s,CHALECO MILANO PRINT,Goods,CHA-MILANO-PR-S,CHA-MILANO-PR-S,52.09,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,Talla:S
adams_cha_milano_pr_m,CHALECO MILANO PRINT,Goods,CHA-MILANO-PR-M,CHA-MILANO-PR-M,52.09,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,Talla:M
adams_cha_milano_pr_l,CHALECO MILANO PRINT,Goods,CHA-MILANO-PR-L,CHA-MILANO-PR-L,52.09,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,Talla:L
adams_pant_milano_pr_xs,PANTALON MILANO PRINT,Goods,PANT-MILANO-PR-XS,PANT-MILANO-PR-XS,67.74,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Pantalones,Talla:XS
adams_pant_milano_pr_s,PANTALON MILANO PRINT,Goods,PANT-MILANO-PR-S,PANT-MILANO-PR-S,67.74,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Pantalones,Talla:S
adams_pant_milano_pr_m,PANTALON MILANO PRINT,Goods,PANT-MILANO-PR-M,PANT-MILANO-PR-M,67.74,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Pantalones,Talla:M
adams_pant_roma_cl_xs,PANTALON ROMA CELESTE,Goods,PANT-ROMA-CL/XS,PANT-ROMA-CL/XS,60.78,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Pantalones,Talla:XS
adams_pant_roma_cl_s,PANTALON ROMA CELESTE,Goods,PANT-ROMA-CL/S,PANT-ROMA-CL/S,60.78,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Pantalones,Talla:S
adams_pant_roma_cl_m,PANTALON ROMA CELESTE,Goods,PANT-ROMA-CL/M,PANT-ROMA-CL/M,60.78,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Pantalones,Talla:M
adams_pant_roma_cl_l,PANTALON ROMA CELESTE,Goods,PANT-ROMA-CL/L,PANT-ROMA-CL/L,60.78,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Pantalones,Talla:L
adams_pant_roma_az_xs,PANTALON ROMA AZUL,Goods,PANT-ROMA-AZ/XS,PANT-ROMA-AZ/XS,60.78,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Pantalones,"Talla:XS,Color:Azul"
adams_pant_roma_az_xl,PANTALON ROMA AZUL,Goods,PANT-ROMA-AZ/XL,PANT-ROMA-AZ/XL,60.78,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Pantalones,"Talla:XL,Color:Azul"
adams_pant_roma_az_s,PANTALON ROMA AZUL,Goods,PANT-ROMA-AZ/S,PANT-ROMA-AZ/S,60.78,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Pantalones,"Talla:S,Color:Azul"
adams_pant_roma_az_m,PANTALON ROMA AZUL,Goods,PANT-ROMA-AZ/M,PANT-ROMA-AZ/M,60.78,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Pantalones,"Talla:M,Color:Azul"
adams_pant_roma_az_l,PANTALON ROMA AZUL,Goods,PANT-ROMA-AZ/L,PANT-ROMA-AZ/L,60.78,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Pantalones,"Talla:L,Color:Azul"
adams_cam_m_l_firenze_cl_s,CAMISA M/L FIRENZE CELESTE,Goods,CAM-M/L-FIRENZE-CL/S,CAM-M/L-FIRENZE-CL/S,65.13,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,Talla:S
adams_cam_m_l_firenze_cl_m,CAMISA M/L FIRENZE CELESTE,Goods,CAM-M/L-FIRENZE-CL/M,CAM-M/L-FIRENZE-CL/M,65.13,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,Talla:M
adams_cam_m_l_firenze_cl_l,CAMISA M/L FIRENZE CELESTE,Goods,CAM-M/L-FIRENZE-CL/L,CAM-M/L-FIRENZE-CL/L,65.13,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,Talla:L
adams_cam_m_l_firenze_azul_xs,CAMISA M/L FIRENZE AZUL,Goods,CAM-M/L-FIRENZE-AZUL/XS,CAM-M/L-FIRENZE-AZUL/XS,65.13,0.00,0.0,Categoría sugerida: Ropa / Mujeres / Blusas,"Talla:XS,Color:Azul"
